YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-64,AGE 5-24,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
1998,37,0,0,0,0,0,0,0,0,0
1998,38,0,0,0,0,0,0,0,0,0
1998,39,0,0,0,0,0,0,0,0,0
1998,40,1.57733,0.697291,115,139,210,26,490,304,70272
1998,41,1.3088,0.784777,133,174,262,36,605,328,77092
1998,42,1.41744,0.902906,217,225,287,54,783,350,86720
1998,43,1.18272,1.13792,278,226,530,52,1086,377,95437
1998,44,2.33432,1.01551,298,262,414,60,1034,388,101821
1998,45,1.81577,1.0009,258,292,402,70,1022,400,102108
1998,46,2.17975,1.13895,355,281,478,64,1178,372,103429
1998,47,2.1124,1.44938,291,322,512,83,1208,403,83346
1998,48,2.04854,1.13908,319,310,453,94,1176,392,103241
1998,49,1.93248,1.16023,353,303,461,85,1202,399,103600
1998,50,1.90468,1.17127,312,320,426,83,1141,396,97416
1998,51,2.55983,1.49061,335,296,359,74,1064,384,71380
1998,52,3.99108,1.84288,418,466,377,162,1423,382,77216
1999,1,3.08581,1.8239,439,659,548,134,1780,396,97593
1999,2,4.16383,2.54354,431,962,874,140,2407,396,94632
1999,3,5.58049,3.61581,801,1168,1689,206,3864,399,106864
1999,4,5.25328,4.07912,755,1419,2185,186,4545,397,111421
1999,5,6.74667,5.0776,970,1562,2919,219,5670,397,111667
1999,6,7.57188,5.04884,1029,1591,2911,237,5768,379,114244
1999,7,6.87287,4.69331,822,1599,2275,224,4920,376,104830
1999,8,6.35098,4.23423,800,1520,1932,234,4486,352,105946
1999,9,5.41099,4.02363,769,1357,1543,241,3910,359,97176
1999,10,4.55008,2.99348,539,1041,1140,202,2922,351,97612
1999,11,3.85915,2.37759,458,704,778,130,2070,339,87063
1999,12,2.99601,2.01715,378,548,641,129,1696,321,84079
1999,13,1.97814,1.37688,243,382,397,69,1091,313,79237
1999,14,1.16887,0.88283,127,202,265,38,632,277,71588
1999,15,1.09302,0.613811,102,102,175,17,396,268,64515
1999,16,0.633169,0.42177,59,66,133,13,271,258,64253
1999,17,0.639561,0.615513,111,118,150,20,399,255,64824
1999,18,1.55531,0.302287,35,50,84,11,180,237,59546
1999,19,0.80802,0.522623,102,88,86,16,292,227,55872
1999,20,1.33997,0.529526,100,68,100,15,283,222,53444
1999,21,0,0,0,0,0,0,0,0,0
1999,22,0,0,0,0,0,0,0,0,0
1999,23,0,0,0,0,0,0,0,0,0
1999,24,0,0,0,0,0,0,0,0,0
1999,25,0,0,0,0,0,0,0,0,0
1999,26,0,0,0,0,0,0,0,0,0
1999,27,0,0,0,0,0,0,0,0,0
1999,28,0,0,0,0,0,0,0,0,0
1999,29,0,0,0,0,0,0,0,0,0
1999,30,0,0,0,0,0,0,0,0,0
1999,31,0,0,0,0,0,0,0,0,0
1999,32,0,0,0,0,0,0,0,0,0
1999,33,0,0,0,0,0,0,0,0,0
1999,34,0,0,0,0,0,0,0,0,0
1999,35,0,0,0,0,0,0,0,0,0
1999,36,0,0,0,0,0,0,0,0,0
1999,37,0,0,0,0,0,0,0,0,0
1999,38,0,0,0,0,0,0,0,0,0
1999,39,0,0,0,0,0,0,0,0,0
1999,40,0.831219,0.977255,264,228,273,26,791,316,80941
1999,41,1.40445,1.06706,292,297,351,57,997,361,93434
1999,42,1.31721,0.942688,346,293,371,57,1067,386,113187
1999,43,1.38161,1.01621,371,289,367,62,1089,355,107163
1999,44,1.41607,1.19439,438,434,607,91,1570,449,131448
1999,45,1.48438,1.24149,473,461,535,101,1570,456,126461
1999,46,1.52614,1.28568,443,544,622,92,1701,459,132304
1999,47,1.85336,1.69132,483,714,504,132,1833,455,108377
1999,48,2.32907,1.73731,518,994,835,137,2484,469,142980
1999,49,2.70254,2.33715,643,1316,1124,181,3264,480,139657
1999,50,3.50454,2.93022,828,1676,1405,299,4208,475,143607
1999,51,5.40799,4.41985,1130,2189,1399,450,5168,472,116927
1999,52,7.04228,5.64698,1339,3146,1697,664,6846,471,121233
2000,1,6.76846,5.15025,1314,3250,2043,665,7272,482,141197
2000,2,5.52808,3.90316,1011,2251,1746,462,5470,467,140143
2000,3,3.80508,2.91178,851,1357,1334,315,3857,450,132462
2000,4,3.41177,2.1567,722,962,1048,169,2901,433,134511
2000,5,2.4,1.81295,633,786,914,145,2478,441,136683
2000,6,1.8912,1.6166,599,646,862,116,2223,437,137511
2000,7,1.35503,1.26702,539,447,610,72,1668,413,131648
2000,8,1.33212,1.14107,452,328,481,64,1325,382,116119
2000,9,1.49127,1.23509,499,360,477,49,1385,370,112138
2000,10,1.26826,1.01933,381,256,394,57,1088,363,106737
2000,11,1.05854,0.926459,342,206,342,44,934,338,100814
2000,12,0.92201,0.911006,305,229,346,37,917,326,100658
2000,13,0.892334,0.823722,282,206,320,29,837,320,101612
2000,14,0.929201,0.725443,186,171,286,23,666,295,91806
2000,15,0.655592,0.579775,178,127,196,21,522,289,90035
2000,16,0.607002,0.451177,107,96,120,24,347,280,76910
2000,17,0.600003,0.438685,112,80,141,14,347,274,79100
2000,18,0.547247,0.440517,93,77,147,7,324,257,73550
2000,19,0.476417,0.351667,67,77,85,10,239,248,67962
2000,20,0.445917,0.36646,79,64,65,11,219,233,59761
2000,21,0,0,0,0,0,0,0,0,0
2000,22,0,0,0,0,0,0,0,0,0
2000,23,0,0,0,0,0,0,0,0,0
2000,24,0,0,0,0,0,0,0,0,0
2000,25,0,0,0,0,0,0,0,0,0
2000,26,0,0,0,0,0,0,0,0,0
2000,27,0,0,0,0,0,0,0,0,0
2000,28,0,0,0,0,0,0,0,0,0
2000,29,0,0,0,0,0,0,0,0,0
2000,30,0,0,0,0,0,0,0,0,0
2000,31,0,0,0,0,0,0,0,0,0
2000,32,0,0,0,0,0,0,0,0,0
2000,33,0,0,0,0,0,0,0,0,0
2000,34,0,0,0,0,0,0,0,0,0
2000,35,0,0,0,0,0,0,0,0,0
2000,36,0,0,0,0,0,0,0,0,0
2000,37,0,0,0,0,0,0,0,0,0
2000,38,0,0,0,0,0,0,0,0,0
2000,39,0,0,0,0,0,0,0,0,0
2000,40,1.04113,1.22865,206,322,443,70,1041,337,84727
2000,41,1.2871,1.05545,270,389,489,86,1234,451,116917
2000,42,1.28299,1.15984,390,458,617,96,1561,487,134587
2000,43,1.34081,1.22688,411,564,683,123,1781,507,145165
2000,44,1.0555,1.24107,465,564,703,138,1870,526,150676
2000,45,1.14136,1.4316,564,635,849,181,2229,545,155700
2000,46,1.44111,1.49427,572,736,979,162,2449,571,163893
2000,47,1.95735,1.84268,704,646,913,154,2417,569,131168
2000,48,1.61928,1.59762,673,900,1085,196,2854,581,178641
2000,49,1.7844,1.73473,710,916,1232,239,3097,595,178529
2000,50,2.34423,2.04538,677,1077,1455,185,3394,600,165935
2000,51,2.69528,2.41051,767,1052,1337,205,3361,585,139431
2000,52,3.8618,3.38334,1059,1496,1335,262,4152,587,122719
2001,1,3.505,3.2288,1049,1855,1571,321,4796,591,148538
2001,2,3.43804,3.11951,1081,1722,2423,318,5544,611,177720
2001,3,4.3928,3.80424,1395,1806,3223,293,6717,617,176566
2001,4,4.21339,4.18681,1542,1991,4057,318,7908,626,188879
2001,5,4.35364,3.9865,1329,1958,3705,295,7287,578,182792
2001,6,3.69969,3.60607,1370,1731,3017,358,6476,566,179586
2001,7,2.81921,2.81015,1059,1393,2126,254,4832,566,171948
2001,8,2.55294,2.41561,834,1278,1566,245,3923,540,162402
2001,9,1.90167,1.73272,683,752,1008,163,2606,511,150399
2001,10,1.68033,1.64319,622,854,934,152,2562,510,155916
2001,11,1.6254,1.35803,524,522,762,135,1943,472,143075
2001,12,1.45957,1.39027,485,507,751,136,1879,460,135154
2001,13,1.32376,1.2237,465,419,575,131,1590,442,129934
2001,14,0.920073,1.11908,288,421,421,126,1256,371,112235
2001,15,0.779257,0.938967,219,305,344,82,950,349,101175
2001,16,0.991303,0.944308,234,344,331,88,997,342,105580
2001,17,0.82693,0.742603,198,253,274,46,771,334,103824
2001,18,0.588952,0.735456,173,225,265,71,734,322,99802
2001,19,0.605586,0.725155,165,196,250,60,671,293,92532
2001,20,0.49434,0.670346,94,159,179,38,470,262,70113
2001,21,0,0,0,0,0,0,0,0,0
2001,22,0,0,0,0,0,0,0,0,0
2001,23,0,0,0,0,0,0,0,0,0
2001,24,0,0,0,0,0,0,0,0,0
2001,25,0,0,0,0,0,0,0,0,0
2001,26,0,0,0,0,0,0,0,0,0
2001,27,0,0,0,0,0,0,0,0,0
2001,28,0,0,0,0,0,0,0,0,0
2001,29,0,0,0,0,0,0,0,0,0
2001,30,0,0,0,0,0,0,0,0,0
2001,31,0,0,0,0,0,0,0,0,0
2001,32,0,0,0,0,0,0,0,0,0
2001,33,0,0,0,0,0,0,0,0,0
2001,34,0,0,0,0,0,0,0,0,0
2001,35,0,0,0,0,0,0,0,0,0
2001,36,0,0,0,0,0,0,0,0,0
2001,37,0,0,0,0,0,0,0,0,0
2001,38,0,0,0,0,0,0,0,0,0
2001,39,0,0,0,0,0,0,0,0,0
2001,40,1.41046,0.997404,429,372,485,82,1368,607,137156
2001,41,1.77019,1.09692,479,526,628,114,1747,646,159264
2001,42,1.61904,1.1679,562,560,697,113,1932,690,165425
2001,43,1.77065,1.26256,567,643,876,118,2204,710,174566
2001,44,1.93891,1.30014,655,665,883,168,2371,746,182365
2001,45,1.63439,1.21838,626,687,865,149,2327,758,190992
2001,46,1.90363,1.33993,693,811,862,142,2508,770,187174
2001,47,1.80556,1.47679,602,698,643,147,2090,764,141523
2001,48,1.75506,1.41042,638,877,866,185,2566,728,181932
2001,49,1.53023,1.26322,602,676,848,149,2275,762,180095
2001,50,1.46161,1.26864,666,570,780,153,2169,756,170971
2001,51,1.96048,1.53452,707,684,725,162,2278,696,148450
2001,52,2.20435,2.12774,719,718,656,172,2265,691,106451
2002,1,2.1348,1.94142,785,808,752,223,2568,728,132274
2002,2,1.89441,1.67397,837,869,969,200,2875,742,171747
2002,3,2.83109,2.06831,1067,948,1533,195,3743,749,180969
2002,4,3.30481,2.87301,1460,1156,2004,177,4797,728,166968
2002,5,3.61063,2.94909,1556,1415,2351,235,5557,729,188431
2002,6,3.42799,2.92857,1542,1478,2330,274,5624,728,192039
2002,7,3.76715,3.16382,1557,1573,2436,358,5924,712,187242
2002,8,3.60018,3.12121,1509,1544,2359,348,5760,708,184544
2002,9,3.20024,2.73515,1208,1529,1997,370,5104,707,186608
2002,10,2.92633,2.15302,848,1007,1558,218,3631,674,168647
2002,11,2.85857,1.92136,731,832,1252,162,2977,652,154942
2002,12,2.34745,1.62731,567,607,1092,151,2417,617,148527
2002,13,2.23498,1.46179,547,488,913,131,2079,582,142223
2002,14,1.99355,1.1937,397,449,692,117,1655,575,138645
2002,15,1.37168,0.895415,327,292,467,83,1169,551,130554
2002,16,1.27033,0.817901,247,262,442,67,1018,523,124465
2002,17,0.999331,0.705896,235,155,389,51,830,504,117581
2002,18,1.172,0.611215,209,147,269,47,672,475,109945
2002,19,1.03472,0.630622,169,156,302,46,673,458,106720
2002,20,0.703599,0.573579,159,142,236,39,576,449,100422
2002,21,0,0,0,0,0,0,0,0,0
2002,22,0,0,0,0,0,0,0,0,0
2002,23,0,0,0,0,0,0,0,0,0
2002,24,0,0,0,0,0,0,0,0,0
2002,25,0,0,0,0,0,0,0,0,0
2002,26,0,0,0,0,0,0,0,0,0
2002,27,0,0,0,0,0,0,0,0,0
2002,28,0,0,0,0,0,0,0,0,0
2002,29,0,0,0,0,0,0,0,0,0
2002,30,0,0,0,0,0,0,0,0,0
2002,31,0,0,0,0,0,0,0,0,0
2002,32,0,0,0,0,0,0,0,0,0
2002,33,0,0,0,0,0,0,0,0,0
2002,34,0,0,0,0,0,0,0,0,0
2002,35,0,0,0,0,0,0,0,0,0
2002,36,0,0,0,0,0,0,0,0,0
2002,37,0,0,0,0,0,0,0,0,0
2002,38,0,0,0,0,0,0,0,0,0
2002,39,0,0,0,0,0,0,0,0,0
2002,40,1.22262,1.16668,582,524,805,149,2060,754,176569
2002,41,1.33344,1.2165,683,585,872,127,2267,785,186355
2002,42,1.31929,1.13057,642,543,878,113,2176,831,192469
2002,43,1.49484,1.25246,728,672,1045,154,2599,863,207512
2002,44,1.47195,1.30237,823,741,1189,154,2907,909,223208
2002,45,1.58094,1.40551,887,886,1272,180,3225,930,229454
2002,46,1.49426,1.38437,851,898,1173,175,3097,923,223712
2002,47,1.40569,1.32563,802,817,1166,182,2967,922,223818
2002,48,1.6141,1.43475,834,711,978,186,2709,918,188814
2002,49,1.45967,1.25433,857,869,1117,206,3049,937,243078
2002,50,1.59896,1.25757,804,792,1179,182,2957,928,235136
2002,51,2.16697,1.58017,951,849,1404,212,3416,908,216179
2002,52,2.57842,1.98008,915,828,937,177,2857,865,144287
2003,1,2.38636,1.90428,1028,962,1019,251,3260,879,171193
2003,2,1.73621,1.5901,1068,1091,1296,274,3729,926,234513
2003,3,2.06296,1.81559,1154,1011,1798,241,4204,902,231550
2003,4,2.58113,2.41801,1373,1104,2998,221,5696,927,235566
2003,5,2.93909,2.86635,1411,1322,4064,282,7079,884,246969
2003,6,3.22539,3.16662,1606,1421,4447,308,7782,889,245751
2003,7,3.06982,3.0155,1568,1566,4224,291,7649,903,253656
2003,8,3.20044,2.9978,1694,1537,3689,308,7228,871,241110
2003,9,2.44888,2.31957,1336,1400,2583,287,5606,857,241683
2003,10,2.1344,1.94707,1015,1085,2103,247,4450,839,228549
2003,11,1.99866,1.72985,880,987,1669,274,3810,835,220250
2003,12,1.93849,1.51837,737,773,1321,156,2987,795,196724
2003,13,1.41293,1.22616,624,640,1016,159,2439,775,198913
2003,14,1.23472,1.05433,506,541,846,135,2028,741,192349
2003,15,1.20005,1.07108,569,551,799,163,2082,735,194383
2003,16,0.910135,0.82612,440,382,539,106,1467,669,177577
2003,17,0.932265,0.820505,429,394,508,114,1445,682,176111
2003,18,0.692175,0.630846,275,272,444,84,1075,655,170406
2003,19,0.669406,0.63935,215,245,471,74,1005,613,157191
2003,20,0.727705,0.586609,248,235,283,70,836,547,142514
2003,21,0.717701,0.773024,264,169,262,45,740,406,95728
2003,22,0.789394,0.790743,213,179,205,44,641,393,81063
2003,23,0.722129,0.711847,201,133,195,34,563,344,79090
2003,24,0.591326,0.794637,198,180,187,55,620,341,78023
2003,25,0.52307,0.586604,139,127,123,34,423,322,72110
2003,26,0.450236,0.615982,122,163,124,32,441,322,71593
2003,27,0.397421,0.491507,109,94,91,24,318,310,64699
2003,28,0.448002,0.604341,137,120,141,43,441,308,72972
2003,29,0.474767,0.524478,98,116,98,53,365,301,69593
2003,30,0.453251,0.590692,112,121,139,48,420,302,71103
2003,31,0.352158,0.505135,100,102,120,39,361,290,71466
2003,32,0.525322,0.634271,136,136,125,46,443,295,69844
2003,33,0.492991,0.610118,120,133,131,37,421,283,69003
2003,34,0.542728,0.641227,159,120,144,27,450,277,70178
2003,35,0.490347,0.661429,166,112,155,30,463,276,70000
2003,36,0.735914,0.792681,177,124,182,36,519,271,65474
2003,37,0.581771,0.639059,145,122,184,24,475,267,74328
2003,38,0.654162,0.636732,136,116,183,26,461,264,72401
2003,39,0.749504,0.747829,135,143,221,34,533,268,71273
2003,40,0.884021,0.960873,808,607,881,146,2442,830,254144
2003,41,1.02773,1.04325,913,696,1132,191,2932,931,281045
2003,42,1.28296,1.0545,878,811,1147,195,3031,974,287436
2003,43,1.32661,1.11231,1006,884,1369,216,3475,1007,312412
2003,44,1.77304,1.41274,1207,1127,2080,276,4690,1074,331980
2003,45,2.43814,1.72703,1542,1249,2735,264,5790,1111,335258
2003,46,2.72605,2.407,2185,1757,4133,310,8385,1141,348359
2003,47,3.73192,3.10962,2561,2425,5684,471,11141,1129,358275
2003,48,4.54894,4.30779,3247,2890,4933,672,11742,1118,272576
2003,49,5.39906,4.8303,4734,5330,7817,1067,18948,1189,392274
2003,50,7.38735,6.42905,6620,5573,11550,1219,24962,1173,388269
2003,51,7.48097,6.86734,6434,5906,9851,1508,23699,1148,345097
2003,52,7.62797,7.06496,5336,4517,5231,1331,16415,1122,232344
2003,53,5.14051,4.55115,3391,3827,2894,1220,11332,1139,248992
2004,1,2.89129,2.41833,1930,2605,2299,768,7602,1160,314349
2004,2,2.10429,1.80906,1679,1586,1857,461,5583,1141,308614
2004,3,1.88696,1.71202,1721,1276,1604,360,4961,1084,289774
2004,4,1.7766,1.5425,1487,1067,1543,339,4436,1071,287586
2004,5,1.46001,1.43787,1454,1047,1448,302,4251,1054,295646
2004,6,1.37787,1.32427,1420,889,1297,218,3824,986,288762
2004,7,1.30532,1.30726,1301,876,1255,259,3691,1004,282347
2004,8,1.08691,1.03698,956,719,1038,203,2916,948,281202
2004,9,0.991888,1.01032,925,682,910,227,2744,894,271597
2004,10,1.02765,1.05249,878,764,888,178,2708,897,257294
2004,11,1.0579,1.02009,730,756,826,175,2487,849,243802
2004,12,0.849361,0.924419,760,628,733,179,2300,859,248805
2004,13,0.747127,0.790645,610,495,611,142,1858,828,234998
2004,14,0.661708,0.80261,583,440,566,116,1705,774,212432
2004,15,0.679514,0.83613,545,500,573,131,1749,755,209178
2004,16,0.633071,0.792436,501,461,511,142,1615,679,203802
2004,17,0.569894,0.683588,470,349,404,108,1331,658,194708
2004,18,0.591357,0.757452,435,383,491,85,1394,629,184038
2004,19,0.589044,0.788585,449,361,443,74,1327,599,168276
2004,20,0.67864,0.812171,451,337,380,94,1262,553,155386
2004,21,0.637558,0.804463,375,280,349,66,1070,463,133008
2004,22,0.813309,0.877701,391,289,308,73,1061,452,120884
2004,23,0.834551,0.741453,355,257,309,66,987,443,133117
2004,24,0.616174,0.661022,307,258,240,46,851,426,128740
2004,25,0.513286,0.715109,277,245,284,81,887,423,124037
2004,26,0.351881,0.562241,238,215,183,62,698,408,124146
2004,27,0.542621,0.786808,233,210,205,62,710,381,90238
2004,28,0.581036,0.860658,249,227,280,80,836,378,97135
2004,29,0.495486,0.689944,259,162,200,38,659,370,95515
2004,30,0.61209,0.779691,260,189,230,40,719,363,92216
2004,31,0.531491,0.628144,213,225,235,60,733,345,116693
2004,32,0.519987,0.902459,243,247,256,63,809,334,89644
2004,33,0.574476,0.806443,256,200,256,58,770,335,95481
2004,34,0.663175,0.874888,259,231,265,44,799,333,91326
2004,35,0.614691,0.993213,279,252,358,71,960,326,96656
2004,36,0.656823,0.876141,281,263,309,60,913,337,104207
2004,37,0.723016,0.948092,342,299,413,68,1122,341,118343
2004,38,0.691857,0.926943,322,268,416,83,1089,336,117483
2004,39,0.782758,0.971643,333,319,382,82,1116,364,114857
2004,40,0.982275,0.897159,877,853,1256,185,3171,1176,353449
2004,41,1.01821,1.02248,1071,971,1373,216,3631,1187,355116
2004,42,1.1768,1.06296,1240,1019,1534,226,4019,1267,378094
2004,43,1.30121,1.14696,1190,1223,1671,285,4369,1293,380921
2004,44,1.27746,1.20495,1327,1215,1718,291,4551,1302,377692
2004,45,1.40387,1.30517,1497,1279,1874,319,4969,1344,380718
2004,46,1.40301,1.28699,1531,1279,1874,299,4983,1336,387182
2004,47,1.73975,1.59468,1490,1274,1678,271,4713,1341,295546
2004,48,1.56894,1.39714,1538,1434,2059,376,5407,1369,387004
2004,49,1.65927,1.44996,1551,1450,2052,375,5428,1346,374356
2004,50,1.81341,1.61745,1670,1643,2071,371,5755,1379,355806
2004,51,2.37626,2.19112,1856,1608,1807,418,5689,1288,259639
2004,52,2.77052,2.56649,2252,2413,1993,621,7279,1332,283617
2005,1,2.40064,2.17645,2010,2869,2450,712,8041,1383,369455
2005,2,2.54155,2.20171,2188,2542,2982,611,8323,1342,378024
2005,3,2.85871,2.53012,2199,2839,3682,608,9328,1348,368678
2005,4,3.55011,3.06524,2747,3586,5364,725,12422,1334,405254
2005,5,4.58591,3.98061,3086,4498,7650,958,16192,1303,406772
2005,6,5.05809,4.59568,3626,5757,8854,1132,19369,1324,421461
2005,7,5.44151,4.75197,3834,6515,8400,1182,19931,1330,419426
2005,8,4.4729,4.17962,3720,5125,6759,1026,16630,1280,397883
2005,9,3.6752,3.45359,2997,4058,5343,836,13234,1268,383196
2005,10,3.3353,3.15852,2728,3634,4494,745,11601,1227,367292
2005,11,2.76224,2.6732,2416,2969,3513,604,9502,1185,355454
2005,12,2.46844,2.35161,2145,2434,2771,550,7900,1148,335940
2005,13,2.00081,1.89243,1827,1979,2133,390,6329,1103,334438
2005,14,1.54319,1.5249,1422,1327,1737,330,4816,1048,315823
2005,15,1.50195,1.41134,1356,1169,1603,317,4445,1000,314948
2005,16,1.22918,1.25068,1096,954,1469,306,3825,978,305833
2005,17,1.21854,1.20702,1117,894,1411,224,3646,971,302065
2005,18,1.15832,1.07895,903,762,1136,189,2990,923,277120
2005,19,1.249,1.14521,979,710,1115,208,3012,878,263009
2005,20,1.16888,1.06124,805,600,926,200,2531,825,238494
2005,21,1.07888,1.0568,687,518,695,156,2056,687,194550
2005,22,1.23059,1.25193,693,568,678,160,2099,637,167661
2005,23,1.14747,1.01419,548,462,594,140,1744,603,171960
2005,24,1.00254,1.04197,573,409,507,125,1614,582,154899
2005,25,0.957569,0.954027,580,431,507,110,1628,587,170645
2005,26,0.894837,0.84823,497,326,452,84,1359,550,160216
2005,27,0.798205,0.841872,426,313,390,69,1198,533,142302
2005,28,0.757812,0.730894,389,323,361,75,1148,524,157068
2005,29,0.825963,0.713432,333,303,364,68,1068,507,149699
2005,30,0.744927,0.670677,328,279,327,56,990,492,147612
2005,31,0.787049,0.689278,331,267,326,58,982,488,142468
2005,32,0.684724,0.704929,319,297,350,57,1023,479,145121
2005,33,0.747361,0.615903,330,225,326,47,928,480,150673
2005,34,0.673974,0.609426,292,265,311,54,922,428,151290
2005,35,0.869662,0.680259,342,273,367,51,1033,420,151854
2005,36,0.899529,0.775488,338,264,396,63,1061,416,136817
2005,37,0.854635,0.683421,302,289,383,52,1026,408,150127
2005,38,1.01123,0.781075,368,285,516,50,1219,419,156067
2005,39,0.977808,0.806943,381,276,484,63,1204,447,149205
2005,40,1.17778,1.07635,1172,924,1256,234,3586,1113,333164
2005,41,1.21947,1.05869,1285,853,1247,197,3582,1160,338343
2005,42,1.3069,1.11523,1393,992,1525,212,4122,1216,369609
2005,43,1.33931,1.12381,1439,997,1599,213,4248,1237,377999
2005,44,1.58374,1.25489,1639,1190,1894,282,5005,1280,398840
2005,45,1.47072,1.33661,1563,1251,1929,295,5038,1272,376924
2005,46,1.6112,1.37864,1679,1331,1951,315,5276,1277,382697
2005,47,1.82699,1.60829,1666,1249,1593,294,4802,1301,298578
2005,48,1.77482,1.48311,1858,1583,2176,349,5966,1325,402264
2005,49,1.94451,1.65374,1987,1534,2463,387,6371,1328,385248
2005,50,2.35512,2.00679,2241,1997,3063,396,7697,1318,383548
2005,51,3.10878,2.56857,2696,2293,3058,530,8577,1287,333921
2005,52,3.28238,3.05278,2678,2882,2561,721,8842,1273,289638
2006,1,2.62914,2.42504,2422,2817,2366,734,8339,1319,343871
2006,2,2.2515,2.00195,2272,2155,2921,534,7882,1339,393716
2006,3,2.35858,2.05869,2249,1999,3150,460,7858,1297,381699
2006,4,2.41881,2.21277,2643,2281,3646,544,9114,1331,411882
2006,5,2.52752,2.3222,2612,2288,4153,498,9551,1320,411291
2006,6,2.64954,2.49279,2754,2543,4593,537,10427,1311,418286
2006,7,3.12935,2.79489,2624,2992,4979,631,11226,1288,401661
2006,8,3.12442,2.96911,2753,3073,5284,791,11901,1288,400827
2006,9,3.13099,2.83959,2579,2989,5008,767,11343,1275,399459
2006,10,3.08261,2.77799,2564,2913,5106,678,11261,1257,405365
2006,11,2.64431,2.47287,2330,2231,4154,607,9322,1241,376971
2006,12,2.42295,2.18061,1895,1919,3709,541,8064,1217,369804
2006,13,2.31141,2.0168,1697,1745,3393,478,7313,1165,362605
2006,14,1.86383,1.64101,1437,1299,2660,342,5738,1133,349662
2006,15,1.44943,1.35829,1181,1067,2014,285,4547,1087,334760
2006,16,1.30227,1.1428,959,873,1479,239,3550,1045,310641
2006,17,1.13459,1.04031,836,779,1382,180,3177,1017,305389
2006,18,1.06255,0.964347,745,637,1208,190,2780,958,288278
2006,19,1.03428,0.937982,745,621,1039,187,2592,919,276338
2006,20,1.01791,0.947449,715,582,969,162,2428,877,256267
2006,21,0.918151,0.891918,699,452,764,146,2061,783,231075
2006,22,0.93099,0.864643,572,404,561,108,1645,649,190252
2006,23,0.857294,0.97032,754,564,626,131,2075,635,213847
2006,24,0.786294,0.84439,514,388,447,81,1430,615,169353
2006,25,0.719426,0.77487,463,328,409,100,1300,610,167770
2006,26,0.718868,0.821372,466,323,390,92,1271,572,154741
2006,27,0.774807,0.872745,437,305,402,71,1215,565,139216
